case_idx,anchor_idx,scene_id,gt_obj_id,target_name,anchor_category,matched_class,anchor_clip_score,second_clip_score,score_margin,num_scene_classes,relation_to_target,anchor_attributes,caption
21,0,scene0697_00,11,dresser,bed,bed,1.000011682510376,0.8896120190620422,0.11039966344833374,19,foot of,[],from the foot of the bed choose the dresser that is to your right it is the shorter dresser with eight drawers
25,0,scene0652_00,17,pillow,bed,bed,1.000011682510376,0.891731858253479,0.10827982425689697,15,not on,[],the only pillow that is not on the bed
30,1,scene0645_00,33,lamp,bed,bed,1.000011682510376,0.891731858253479,0.10827982425689697,38,left side,[],this lamp is on a table between the beds
30,2,scene0645_00,33,lamp,bed,bed,1.000011682510376,0.891731858253479,0.10827982425689697,38,right side,[],this lamp is on a table between the beds
32,0,scene0648_00,23,shelf,bed,bed,1.000011682510376,0.8896120190620422,0.11039966344833374,23,below,[],shelf up above the bed
41,0,scene0699_00,25,pillow,bed,bed,1.000011682510376,0.8896120190620422,0.11039966344833374,23,facing,"[""foot""]",facing the foot of the bed the pillow on the right
61,0,scene0648_00,27,dresser,bed,bed,1.000011682510376,0.8896120190620422,0.11039966344833374,23,above,"[""with orange pillow""]",the dresser under the bed with the orange pillow
66,1,scene0221_00,29,chair,bed,bed,1.000011682510376,0.8896120190620422,0.11039966344833374,24,behind,[],the chair is underneath the brown table in front bed
69,0,scene0353_00,33,shoes,bed,bed,1.000011682510376,0.891731858253479,0.10827982425689697,32,above,[],from under the room it is the shoes under the bed completely
73,0,scene0648_00,28,dresser,bed,bed,1.000011682510376,0.8896120190620422,0.11039966344833374,23,above,"[""with purple covering""]",the dresser underneath the bed with a purple covering
83,0,scene0580_00,17,pillow,bed,bed,1.000011682510376,0.8896120190620422,0.11039966344833374,17,standing at,"[""foot""]",if you are standing at the foot of the bed choose the pillow on the left
87,0,scene0699_00,27,backpack,bed,bed,1.000011682510376,0.8896120190620422,0.11039966344833374,23,close to,[],the backpack close to the bed on the floor
116,0,scene0697_00,10,dresser,bed,bed,1.000011682510376,0.8896120190620422,0.11039966344833374,19,across from,[],the taller dresser across from the bed
143,0,scene0221_00,19,bag,bed,bed,1.000011682510376,0.8896120190620422,0.11039966344833374,24,nearest to,"[""on the left""]",looking at the beds head on the bag nearest to the bed on the left
151,0,scene0648_00,23,shelf,bed,bed,1.000011682510376,0.8896120190620422,0.11039966344833374,23,below,"[""with red clothes""]",i am the shelf above the bed with red clothes on the bed
163,0,scene0648_00,24,shelf,bed,bed,1.000011682510376,0.8896120190620422,0.11039966344833374,23,next to,[],the shelf next to the bed on the desk
180,0,scene0645_00,57,picture,bed,bed,1.000011682510376,0.891731858253479,0.10827982425689697,38,under,"[""closest to the window""]",choose the frame over the bed closest to the window
187,0,scene0645_00,58,picture,bed,bed,1.000011682510376,0.891731858253479,0.10827982425689697,38,below,"[""nearest the bathroom""]",the artwork directly above the bed nearest the bathroom
200,1,scene0648_00,26,chair,bed,bed,1.000011682510376,0.8896120190620422,0.11039966344833374,23,between,[],the chair in front of the window and between the beds
201,0,scene0648_00,9,plant,bed,bed,1.000011682510376,0.8896120190620422,0.11039966344833374,23,closest to,[],choose the plant closest to the bed
213,0,scene0222_00,13,desk,bed,bed,1.000011682510376,0.8896120190620422,0.11039966344833374,19,at the foot of,[],this desk is longer and located at the foot of the bed it is located on the opposite wall from the door
217,0,scene0697_00,6,nightstand,bed,bed,1.000011682510376,0.8896120190620422,0.11039966344833374,19,beside,[],the darker brown nightstand beside the bed with a lamp sitting on top
228,0,scene0645_00,33,lamp,bed,bed,1.000011682510376,0.891731858253479,0.10827982425689697,38,left,[],lamp in between the beds
228,1,scene0645_00,33,lamp,bed,bed,1.000011682510376,0.891731858253479,0.10827982425689697,38,right,[],lamp in between the beds
14,1,scene0423_00,3,armchair,table,table,1.0000250339508057,0.8723617196083069,0.12766331434249878,3,near,[],it is the left armchair between the two closest to the table
48,0,scene0063_00,5,chair,table,table,1.0000250339508057,0.8723617196083069,0.12766331434249878,12,facing,"[""small"", ""yellow""]",if we face the small yellow table the chair to the far right
66,0,scene0221_00,29,chair,table,table,1.0000250339508057,0.9307318329811096,0.06929320096969604,24,above,"[""brown""]",the chair is underneath the brown table in front bed
70,0,scene0427_00,4,chair,table,table,1.0000250339508057,0.8723617196083069,0.12766331434249878,7,near,[],chair near the table facing the chair in the corner
93,0,scene0607_00,9,chair,table,table,1.0000250339508057,0.8723617196083069,0.12766331434249878,12,behind,[],the chair is in front of the table brown cabinet by sink
99,0,scene0343_00,15,table,table,table,1.0000250339508057,0.8984120488166809,0.10161298513412476,8,left,[],facing the tables the second table from the left
135,0,scene0565_00,19,door,table,table,1.0000250339508057,0.9307318329811096,0.06929320096969604,21,next to,"[""long""]",it is the door located in the corner of the room next to the long table
164,1,scene0251_00,13,door,table,table,1.0000250339508057,0.8723617196083069,0.12766331434249878,8,right,"[""folding"", ""two""]",the door between grey trash can and two folding tables
166,0,scene0300_00,9,chair,table,table,1.0000250339508057,0.8723617196083069,0.12766331434249878,9,above,"[""smaller"", ""tan""]",the chair that is alone under the smaller tan table
185,0,scene0598_00,11,chair,table,table,1.0000250339508057,0.8723617196083069,0.12766331434249878,10,facing,[],when facing the table chair on the back side on the left
191,0,scene0461_00,2,armchair,table,table,1.0000250339508057,0.8984120488166809,0.10161298513412476,4,in front of,"[""square""]",the chair at the corner and there is a square table in front of it
199,0,scene0549_00,30,window,table,table,1.0000250339508057,0.8984120488166809,0.10161298513412476,11,near,[],the window near the table not the one near the shelves
229,0,scene0426_00,16,monitor,table,table,1.0000250339508057,0.8727153539657593,0.1273096799850464,25,supports,[],find the monitor that sits on the table near the window blinds
230,1,scene0196_00,2,table,table,table,1.0000250339508057,0.8723617196083069,0.12766331434249878,8,in the middle of,"[""other two""]",face the door the table you want is across the room from the door in the middle of the other two tables
31,0,scene0565_00,0,chair,chair,chair,1.0000426769256592,0.8783279657363892,0.12171471118927002,21,next to,"[""green""]",pick the grey chair next to the green one
35,0,scene0169_00,28,window,chair,chair,1.0000426769256592,0.8723514676094055,0.12769120931625366,9,below,"[""grey"", ""row""]",when facing the row of grey chairs the window that is over the chairs on the left
36,0,scene0187_00,6,table,chair,chair,1.0000426769256592,0.9587770104408264,0.041265666484832764,7,under,[],the smallest table its has no chairs under next to it
70,1,scene0427_00,4,chair,chair,chair,1.0000426769256592,0.9461596012115479,0.05388307571411133,7,facing,"[""in the corner""]",chair near the table facing the chair in the corner
74,0,scene0050_00,8,doors,chair,chair,1.0000426769256592,0.9587770104408264,0.041265666484832764,22,near,[],the doors closest to the chair
77,0,scene0030_00,48,table,chair,chair,1.0000426769256592,0.9587770104408264,0.041265666484832764,21,at,"[""pulled out""]",the table is the shorter lighter one with the pulled out chair at it
128,0,scene0050_00,28,laptop,chair,chair,1.0000426769256592,0.9587770104408264,0.041265666484832764,22,by,"[""floral pattern""]",the laptop by the chair with the floral pattern
150,0,scene0187_00,9,coffee table,chair,chair,1.0000426769256592,0.9587770104408264,0.041265666484832764,7,behind,[],the table in front of the chair with a circular stand
167,0,scene0169_00,26,cabinet,chair,chair,1.0000426769256592,0.8723514676094055,0.12769120931625366,9,left end,"[""long row""]",the cabinet on the left end of the long row of chairs
189,0,scene0565_00,7,box,chair,chair,1.0000426769256592,0.8783279657363892,0.12171471118927002,21,behind,"[""green""]",facing the boxes the rightmost one that is in front of a green chair
193,0,scene0343_00,18,chair,chair,chair,1.0000426769256592,0.8723514676094055,0.12769120931625366,8,left,[],when pushing in this chair it is the chair on the right
208,0,scene0025_00,31,cup,chair,chair,1.0000426769256592,0.8783279657363892,0.12171471118927002,23,near,[],it is the cup closest to the chair
249,0,scene0645_00,40,curtain,chair,chair,1.0000426769256592,0.9587770104408264,0.041265666484832764,38,beside,[],select the curtain beside the chairs the one on your left
210,0,scene0664_00,14,towel,bathtub,bathtub,1.0000547170639038,0.8909755945205688,0.10907912254333496,16,contains,[],in the bathtub the shorter towel
188,0,scene0221_00,45,pillow,lamp,lamp,1.0000765323638916,0.8647849559783936,0.13529157638549805,24,left,[],the pillow is directly to the right of the lamp
14,0,scene0423_00,3,armchair,armchair,armchair,1.0001165866851807,0.9586829543113708,0.041433632373809814,3,right,[],it is the left armchair between the two closest to the table
212,0,scene0461_00,2,armchair,armchair,armchair,1.0001165866851807,0.8490501642227173,0.15106642246246338,4,behind,[],there is a table in front of this armchair
89,0,scene0643_00,0,desk,object,object,1.0001248121261597,0.9230748414993286,0.07704997062683105,20,on,"[""teal"", ""light blue""]",the desk that has something teal light blue sitting on it
0,0,scene0351_00,0,chair,desk,desk,1.0001270771026611,0.8867276906967163,0.11339938640594482,14,not near,[],it is the chair by itself not near the desk
27,0,scene0643_00,40,desk,desk,desk,1.0001270771026611,0.8867276906967163,0.11339938640594482,20,between,[],turn and face the small white fridge between the desks and it is the desk on the left beside the fridge
27,1,scene0643_00,40,desk,desk,desk,1.0001270771026611,0.8867276906967163,0.11339938640594482,20,beside,"[""left""]",turn and face the small white fridge between the desks and it is the desk on the left beside the fridge
45,0,scene0025_00,31,cup,desk,desk,1.0001270771026611,0.8867276906967163,0.11339938640594482,23,edge,[],the correct cup is closer to the edge of the desk
64,1,scene0644_00,41,keyboard,desk,desk,1.0001270771026611,0.93071448802948,0.06941258907318115,22,on the end of,"[""big""]",the keyboard that is on the little side desk on the end of the big desks and is near the shelves
106,0,scene0565_00,4,monitor,desk,desk,1.0001270771026611,0.93071448802948,0.06941258907318115,21,next to,[],the monitor on the floor next to the desk
108,0,scene0435_00,57,picture,desk,desk,1.0001270771026611,0.9026560187339783,0.09747105836868286,29,below,[],the picture above the desk
111,0,scene0648_00,4,backpack,desk,desk,1.0001270771026611,0.9026560187339783,0.09747105836868286,23,left,[],find the backpack that is in between the desk and the fan
124,1,scene0643_00,27,book,desk,desk,1.0001270771026611,0.8867276906967163,0.11339938640594482,20,near,[],the book is on the white shelf near the desk
144,0,scene0648_00,6,book,desk,desk,1.0001270771026611,0.9026560187339783,0.09747105836868286,23,supporting,[],looking at both books on the desk it is the book on the right
163,1,scene0648_00,24,shelf,desk,desk,1.0001270771026611,0.9026560187339783,0.09747105836868286,23,on,[],the shelf next to the bed on the desk
214,0,scene0353_00,50,desk,desk,desk,1.0001270771026611,0.878754198551178,0.12137287855148315,32,on the right,[],looking straight at the orange towel the desk on the right
222,0,scene0535_00,26,chair,desk,desk,1.0001270771026611,0.93071448802948,0.06941258907318115,14,between,[],the chair between the desks in the middle of the room
241,1,scene0231_00,31,trash can,desk,desk,1.0001270771026611,0.93071448802948,0.06941258907318115,38,above,[],the trash can in front of piles of papers that are under a desk
124,0,scene0643_00,27,book,shelf,shelf,1.0001425743103027,0.9415465593338013,0.058596014976501465,20,under,"[""white""]",the book is on the white shelf near the desk
59,0,scene0550_00,18,toilet paper,paper towel dispenser,paper towel dispenser,1.0001811981201172,0.9477216005325317,0.05245959758758545,17,under,"[""at the bottom"", ""closest to the window""]",toilet paper on top of the paper towel dispenser its the one at the bottom closest to the window
118,0,scene0553_00,10,toilet paper,paper towel dispenser,paper towel dispenser,1.0001811981201172,0.8673267364501953,0.13285446166992188,13,under,[],white item resting on top of paper towel dispenser close to the door
23,0,scene0328_00,30,sign,cabinet,cabinet,1.000192403793335,0.9386948943138123,0.061497509479522705,15,above,[],find the sign that is under the cabinet and farthest away from the sink
93,1,scene0607_00,9,chair,cabinet,cabinet,1.000192403793335,0.9386948943138123,0.061497509479522705,12,behind,"[""brown""]",the chair is in front of the table brown cabinet by sink
8,0,scene0633_00,22,curtain,window,window,1.0001940727233887,0.8835767507553101,0.11661732196807861,18,behind,[],it is the large curtain on the window with a small white table in front of it
12,0,scene0663_00,10,monitor,window,window,1.0001940727233887,0.8868734836578369,0.11332058906555176,22,closest to,[],choose the monitor that is closest to the windows
26,0,scene0700_00,6,backpack,window,window,1.0001940727233887,0.8868734836578369,0.11332058906555176,22,farthest away from,[],backpack is farthest away from window closest to the bookshelf
51,1,scene0598_00,11,chair,window,window,1.0001940727233887,0.8741310834884644,0.12606298923492432,10,closest to,[],chair against the wall closest to the window
57,0,scene0077_00,1,printer,window,window,1.0001940727233887,0.8868734836578369,0.11332058906555176,12,in front of,"[""closest to the corner of the room""]",the printer directly in front of the window closest to the corner of the room
63,0,scene0474_00,9,backpack,window,window,1.0001940727233887,0.8868734836578369,0.11332058906555176,23,near,[],the backpack closest to the windows
71,0,scene0696_00,4,monitor,window,window,1.0001940727233887,0.8868734836578369,0.11332058906555176,13,closer to,[],if you face the two monitors pick the one of the left side that is closer to the window
98,0,scene0580_00,16,backpack,window,window,1.0001940727233887,0.8868734836578369,0.11332058906555176,17,closer to,[],choose the backpack in the corner closer to the window
112,0,scene0580_00,25,door,window,window,1.0001940727233887,0.8868734836578369,0.11332058906555176,17,facing,[],standing at the window facing the doors it is the one on the left
126,0,scene0663_00,3,desk,window,window,1.0001940727233887,0.8868734836578369,0.11332058906555176,22,near,[],the desk closest to the window
127,0,scene0653_00,16,desk,window,window,1.0001940727233887,0.8614969849586487,0.13869708776474,20,facing,[],facing the windows chose the center desk under the clock
133,0,scene0030_00,26,window,window,window,1.0001940727233887,0.8868734836578369,0.11332058906555176,21,part of,"[""three windows""]",when facing the three windows you need to choose the one all the way to the left
158,0,scene0077_00,9,door,window,window,1.0001940727233887,0.8868734836578369,0.11332058906555176,12,opposite,[],the door directly opposite the window
160,0,scene0699_00,25,pillow,window,window,1.0001940727233887,0.8868734836578369,0.11332058906555176,23,near,[],choose the pillow closest to the window
180,1,scene0645_00,57,picture,window,window,1.0001940727233887,0.8868734836578369,0.11332058906555176,38,near,[],choose the frame over the bed closest to the window
186,0,scene0598_00,3,monitor,window,window,1.0001940727233887,0.8741310834884644,0.12606298923492432,10,near,[],the monitor closest to the window
198,0,scene0565_00,34,window,window,window,1.0001940727233887,0.8868734836578369,0.11332058906555176,21,left of,"[""with pictures on it""]",you want the window that is dark greyish green to the right of the window with pictures on it
200,0,scene0648_00,26,chair,window,window,1.0001940727233887,0.8868734836578369,0.11332058906555176,23,in front of,[],the chair in front of the window and between the beds
206,0,scene0353_00,17,desk,window,window,1.0001940727233887,0.8868734836578369,0.11332058906555176,32,viewed from,[],if looking at the window from the door the desk on the right
234,0,scene0025_00,21,window,window,window,1.0001940727233887,0.8868734836578369,0.11332058906555176,23,comparative,"[""larger""]",choose the smaller of the two windows it is on the left if you face the windows
145,0,scene0608_00,9,ottoman,coffee table,coffee table,1.0002039670944214,0.8983862996101379,0.10181766748428345,23,near,[],i am the ottoman closest to the coffee table
120,0,scene0011_00,20,cabinet,tv,tv,1.0002208948135376,0.871469259262085,0.12875163555145264,14,closest to,[],cabinet closest to the tv
137,1,scene0608_00,14,plant,tv,tv,1.0002208948135376,0.9086320996284485,0.09158879518508911,23,above,[],when standing in the middle of the room facing the plants the correct one is on the left above the tv
172,0,scene0426_00,26,box,tv,tv,1.0002208948135376,0.9312866926193237,0.06893420219421387,25,left,[],if you watching tv the box is to the right
42,0,scene0458_00,4,toilet paper,toilet,toilet,1.0002554655075073,0.8932393193244934,0.10701614618301392,20,left,[],the toilet paper on the right hand side of the toilet
80,1,scene0553_00,8,toilet paper,toilet,toilet,1.0002554655075073,0.8897708654403687,0.11048460006713867,13,right,[],toilet paper located directly below the metal holding bar and directly to the left of the toilet
121,0,scene0086_00,16,rail,toilet,toilet,1.0002554655075073,0.8957542181015015,0.10450124740600586,18,below,[],the rail directly above the toilet
132,0,scene0086_00,16,rail,toilet,toilet,1.0002554655075073,0.8957542181015015,0.10450124740600586,18,below,"[""flushing part""]",middle of the bar directly above the toilet flushing part
227,0,scene0207_00,57,sink,toilet,toilet,1.0002554655075073,0.8836562633514404,0.1165992021560669,40,next to,[],bathroom sink next to the toilet
56,1,scene0462_00,21,box,box,box,1.0002981424331665,0.9249610304832458,0.07533711194992065,14,option of,"[""back"", ""two""]",printer on left shelving on right you want the back option of the two boxes
125,0,scene0357_00,0,box,box,box,1.0002981424331665,0.903817892074585,0.09648025035858154,17,above,"[""smaller"", ""green""]",the larger green box underneath the smaller green box
11,1,scene0221_00,41,pillow,nightstand,nightstand,1.000329613685608,0.8821321725845337,0.11819744110107422,24,close to,[],"The bed next to the dresser, it is the pillow in the back, closest to the nightstand."
